name,html_link,oldest_commit_date,newest_commit_date,days_between_commits,repo_creation_date,days_between_creation
vSebas/Beetle-Rover,https://github.com/vSebas/Beetle-Rover,2019-07-31,2019-08-15,15,2019-09-19,-35
walkingmachinegraveyard/sara_commun,https://github.com/walkingmachinegraveyard/sara_commun,2016-05-10,2016-10-28,171,2016-05-10,171
walkingmachinegraveyard/Short-Circuit,https://github.com/walkingmachinegraveyard/Short-Circuit,2015-10-21,2016-05-21,213,2015-10-21,213
walkingRoach/robot_competition_gpsr,https://github.com/walkingRoach/robot_competition_gpsr,2020-07-31,2020-07-31,0,2020-07-31,0
wang3303/ros_cellphonerobot,https://github.com/wang3303/ros_cellphonerobot,2017-09-24,2018-02-24,153,2017-09-24,153
warehouse-picking-automation-challenges/team_acrv_2016,https://github.com/warehouse-picking-automation-challenges/team_acrv_2016,2016-10-04,2016-10-04,0,2016-09-06,28
warehouse-picking-automation-challenges/team_acrv_2017,https://github.com/warehouse-picking-automation-challenges/team_acrv_2017,2017-11-14,2017-11-14,0,2017-10-17,28
warehouse-picking-automation-challenges/team_delft,https://github.com/warehouse-picking-automation-challenges/team_delft,2016-11-17,2016-11-17,0,2016-11-17,0
warehouse-picking-automation-challenges/team_iitk_tcs,https://github.com/warehouse-picking-automation-challenges/team_iitk_tcs,2016-09-19,2017-11-12,419,2016-09-19,419
watakandai/ros_src_mac,https://github.com/watakandai/ros_src_mac,2019-08-18,2019-08-19,1,2019-08-18,1
wayood/demo_up01,https://github.com/wayood/demo_up01,2021-06-28,2021-06-29,1,2021-06-28,1
weiqi-luo/Pick-and-Deliver-Objects,https://github.com/weiqi-luo/Pick-and-Deliver-Objects,2019-09-03,2019-09-30,27,2019-09-03,27
wesfletch/sd_rover,https://github.com/wesfletch/sd_rover,2021-11-18,2022-01-16,59,2021-11-18,59
wesleygas/RoR9000,https://github.com/wesleygas/RoR9000,2018-03-19,2018-04-20,32,2018-03-19,32
WFWolves/wolves-at-work,https://github.com/WFWolves/wolves-at-work,2013-09-27,2013-09-27,0,2013-09-27,0
whoobee/qb,https://github.com/whoobee/qb,2019-05-04,2021-11-05,916,2019-05-04,916
WHU-Drones/ROS-Package,https://github.com/WHU-Drones/ROS-Package,2020-11-06,2021-06-05,211,2020-11-06,211
willowgarage/interactive-manipulation-sandbox,https://github.com/willowgarage/interactive-manipulation-sandbox,2012-09-20,2013-05-21,243,2012-09-20,243
willowgarage/smach_executer,https://github.com/willowgarage/smach_executer,2013-01-22,2013-01-22,0,2013-01-22,0
WilsonROS/wilson_ros,https://github.com/WilsonROS/wilson_ros,2017-07-07,2018-09-07,427,2017-06-29,435
windiboy/arm_gazebo,https://github.com/windiboy/arm_gazebo,2021-10-03,2021-10-13,10,2021-10-03,10
WLwind/move_base_clients,https://github.com/WLwind/move_base_clients,2019-08-03,2019-12-14,133,2019-08-03,133
Woz4tetra/dodobot-ros,https://github.com/Woz4tetra/dodobot-ros,2020-06-30,2021-09-11,438,2020-06-30,438
WPI-AIM-Hybrid-Exoskeleton/ambf_walker,https://github.com/WPI-AIM-Hybrid-Exoskeleton/ambf_walker,2019-04-26,2021-04-09,714,2020-04-02,372
WPI-ARC/drc_hubo,https://github.com/WPI-ARC/drc_hubo,2013-04-08,2013-09-19,164,2013-04-08,164
WPI-ARC/motoman_control,https://github.com/WPI-ARC/motoman_control,2015-02-10,2015-05-27,106,2015-02-03,113
WPIBotOnAWire/WPIBotOnAWire-ROS,https://github.com/WPIBotOnAWire/WPIBotOnAWire-ROS,2021-11-08,2021-12-10,32,2021-11-08,32
wweng3/group_state_test,https://github.com/wweng3/group_state_test,2020-10-13,2020-11-05,23,2020-10-22,14
wxqwuxiangqian/sparks,https://github.com/wxqwuxiangqian/sparks,2017-10-10,2017-10-10,0,2019-04-30,-567
wzh1998/Care_Robot,https://github.com/wzh1998/Care_Robot,2019-10-10,2021-09-05,696,2019-10-10,696
XaurDesu/StateMachine,https://github.com/XaurDesu/StateMachine,2021-11-23,2021-11-23,0,2021-11-23,0
xiihoo/Books_Robot_SLAM_Navigation,https://github.com/xiihoo/Books_Robot_SLAM_Navigation,2021-06-27,2022-01-05,192,2021-06-27,192
xm-project/xm_2019,https://github.com/xm-project/xm_2019,2019-09-29,2019-09-29,0,2019-09-29,0
xmproject/xm_arm_manipulation,https://github.com/xmproject/xm_arm_manipulation,2015-11-01,2015-11-06,5,2015-11-01,5
xm-project/xm_arm_packages,https://github.com/xm-project/xm_arm_packages,2018-09-15,2018-09-15,0,2018-09-15,0
xmproject/xm_strategy,https://github.com/xmproject/xm_strategy,2015-06-18,2015-11-15,150,2015-06-18,150
yalim/leap-wam-controller,https://github.com/yalim/leap-wam-controller,2014-07-03,2014-07-10,7,2014-07-03,7
yanglu555536/111,https://github.com/yanglu555536/111,2017-12-08,2019-01-10,398,2020-01-15,-370
Yeeethan00/ros_project_backups,https://github.com/Yeeethan00/ros_project_backups,2018-12-01,2018-12-01,0,2018-12-01,0
YeongsooKim/KUAM,https://github.com/YeongsooKim/KUAM,2021-04-16,2021-11-13,211,2021-04-16,211
yingjie-jiang/spark_compitition_upgrade,https://github.com/yingjie-jiang/spark_compitition_upgrade,2020-09-14,2020-09-21,7,2020-09-14,7
yongjjang/Autonomous-Driving-Car,https://github.com/yongjjang/Autonomous-Driving-Car,2019-11-27,2020-07-12,228,2019-11-26,229
yoonssa/ua-ros-pkg,https://github.com/yoonssa/ua-ros-pkg,2009-12-04,2013-01-24,1147,2016-04-11,-1173
Yoshio-Kobayashi/fcsc,https://github.com/Yoshio-Kobayashi/fcsc,2019-10-28,2019-12-11,44,2019-10-28,44
y-shiigi/task_editor,https://github.com/y-shiigi/task_editor,2019-03-07,2020-07-06,487,2019-03-07,487
yujinrobot/korus,https://github.com/yujinrobot/korus,2013-05-27,2014-05-18,356,2013-09-12,248
yuwei-wu/mutli_mav_launch,https://github.com/yuwei-wu/mutli_mav_launch,2021-10-28,2021-12-08,41,2021-10-28,41
YZ6565785/fyp_ros,https://github.com/YZ6565785/fyp_ros,2021-11-22,2021-11-22,0,2021-11-22,0
YZT1997/robolab_project,https://github.com/YZT1997/robolab_project,2021-05-20,2021-10-14,147,2021-05-20,147
YZT1997/yangzt_ws,https://github.com/YZT1997/yangzt_ws,2020-11-12,2021-01-09,58,2020-11-12,58
zengxiaolei/robotics_demo,https://github.com/zengxiaolei/robotics_demo,2019-08-22,2021-04-29,616,2019-08-22,616
zhangrc12138/ros1,https://github.com/zhangrc12138/ros1,2017-09-04,2020-06-27,1027,2021-12-29,-550
ziinux/projects,https://github.com/ziinux/projects,2018-11-02,2018-11-21,19,2018-11-02,19
ziyangli/amigolog,https://github.com/ziyangli/amigolog,2013-07-04,2013-08-29,56,2013-07-04,56
zuwuwang/ros_source_code_learn,https://github.com/zuwuwang/ros_source_code_learn,2018-07-23,2018-07-23,0,2018-07-23,0
zyliatzju/animation,https://github.com/zyliatzju/animation,2019-04-19,2019-06-04,46,2019-04-19,46
